Response ID,What year were you born?,What is your gender?,Which of the following best describes your industry?,Which of the following best describes your industry? (Detailed),Which of the following best describes your current occupation?,Which of the following best describes your current occupation? (Detailed),How many people are currently employed by your organisation?,Do you manage people as part of your current occupation?,Which of the following best describes your household?,How long have you been in your current job?,Metro / Regional,"Thinking about your current job, how much of your time did you spend remote working last year?","Thinking about remote working last year, how strongly do you agree or disagree with the following statements? - My organisation encouraged people to work remotely","Thinking about remote working last year, how strongly do you agree or disagree with the following statements? - My organisation was well prepared for me to work remotely","Thinking about remote working last year, how strongly do you agree or disagree with the following statements? - It was common for people in my organisation to work remotely","Thinking about remote working last year, how strongly do you agree or disagree with the following statements? - It was easy to get permission to work remotely","Thinking about remote working last year, how strongly do you agree or disagree with the following statements? - I could easily collaborate with colleagues when working remotely","Thinking about remote working last year, how strongly do you agree or disagree with the following statements? - I would recommend remote working to others",How much of your time would you have preferred to work remotely last year?,"Thinking about your current job, how much of your time did you spend remote working in the last 3 months?","Thinking about remote working in the last 3 months, how strongly do you agree or disagree with the following statements? - My organisation encouraged people to work remotely","Thinking about remote working in the last 3 months, how strongly do you agree or disagree with the following statements? - My organisation was well prepared for me to work remotely","Thinking about remote working in the last 3 months, how strongly do you agree or disagree with the following statements? - It was common for people in my organisation to work remotely","Thinking about remote working in the last 3 months, how strongly do you agree or disagree with the following statements? - It was easy to get permission to work remotely","Thinking about remote working in the last 3 months, how strongly do you agree or disagree with the following statements? - I could easily collaborate with colleagues when working remotely","Thinking about remote working in the last 3 months, how strongly do you agree or disagree with the following statements? - I would recommend remote working to others",How much of your time would you have preferred to work remotely in the last 3 months?,"Imagine that COVID-19 is cured or eradicated. Going forward, how much of your time would you prefer to work remotely?",Imagine that COVID-19 is cured or eradicated.  How likely would you consider the following statements? - My employer would encourage more remote working,Imagine that COVID-19 is cured or eradicated.  How likely would you consider the following statements? - My employer would make changes to support remote working,Imagine that COVID-19 is cured or eradicated.  How likely would you consider the following statements? - I would have more choice about whether I work remotely,"This question is about your productivity. Productivity means what you produce for each hour that you work. It includes the amount of work you achieve each hour, and the quality of your work each hour.  
Please compare your productivity when you work remotely to when you work at your employer痴 workplace.  
Roughly how productive are you, each hour, when you work remotely?","On a day when you attend your employer's workplace, how many hours would you spend doing the following activities? - Preparing for work and commuting","On a day when you attend your employer's workplace, how many hours would you spend doing the following activities? - Working","On a day when you attend your employer's workplace, how many hours would you spend doing the following activities? - Personal and family time","On a day when you attend your employer's workplace, how many hours would you spend doing the following activities? - Caring and domestic responsibilities","On a day when you do remote work, how many hours would you spend doing the following activities? - Preparing for work and commuting","On a day when you do remote work, how many hours would you spend doing the following activities? - Working","On a day when you do remote work, how many hours would you spend doing the following activities? - Personal and family time","On a day when you do remote work, how many hours would you spend doing the following activities? - Caring and domestic responsibilities","From the following, please select the most significant barrier to doing your work remotely - Connectivity (internet connection) ; Feeling left out and/or isolated ; Poor management ; IT equipment (computer, printer, etc.) ; Difficulty collaborating remotely ; Caring responsibilities","From the following, please select the least significant barrier to doing your work remotely - Connectivity (internet connection) ; Feeling left out and/or isolated ; Poor management ; IT equipment (computer, printer, etc.) ; Difficulty collaborating remotely ; Caring responsibilities","From the following, please select the most significant barrier to doing your work remotely - Connectivity (internet connection) ; Feeling left out and/or isolated ; Poor management ; Cyber security ; Lack of motivation ; Lack of motivation","From the following, please select the least significant barrier to doing your work remotely - Connectivity (internet connection) ; Feeling left out and/or isolated ; Poor management ; Cyber security ; Lack of motivation ; Lack of motivation","From the following, please select the most significant barrier to doing your work remotely - Connectivity (internet connection) ; Feeling left out and/or isolated ; Poor management ; My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely","From the following, please select the least significant barrier to doing your work remotely - Connectivity (internet connection) ; Feeling left out and/or isolated ; Poor management ; My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely","From the following, please select the most significant barrier to doing your work remotely - Connectivity (internet connection) ; Feeling left out and/or isolated ; Poor management ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working","From the following, please select the least significant barrier to doing your work remotely - Connectivity (internet connection) ; Feeling left out and/or isolated ; Poor management ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working","From the following, please select the most significant barrier to doing your work remotely - IT equipment (computer, printer, etc.) ; Difficulty collaborating remotely ; Caring responsibilities ; Cyber security ; Lack of motivation ; Lack of motivation","From the following, please select the least significant barrier to doing your work remotely - IT equipment (computer, printer, etc.) ; Difficulty collaborating remotely ; Caring responsibilities ; Cyber security ; Lack of motivation ; Lack of motivation","From the following, please select the most significant barrier to doing your work remotely - IT equipment (computer, printer, etc.) ; Difficulty collaborating remotely ; Caring responsibilities ; My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely","From the following, please select the least significant barrier to doing your work remotely - IT equipment (computer, printer, etc.) ; Difficulty collaborating remotely ; Caring responsibilities ; My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely","From the following, please select the most significant barrier to doing your work remotely - IT equipment (computer, printer, etc.) ; Difficulty collaborating remotely ; Caring responsibilities ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working","From the following, please select the least significant barrier to doing your work remotely - IT equipment (computer, printer, etc.) ; Difficulty collaborating remotely ; Caring responsibilities ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working","From the following, please select the most significant barrier to doing your work remotely - Cyber security ; Lack of motivation ; Lack of motivation ; My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely","From the following, please select the least significant barrier to doing your work remotely - Cyber security ; Lack of motivation ; Lack of motivation ; My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely","From the following, please select the most significant barrier to doing your work remotely - Cyber security ; Lack of motivation ; Lack of motivation ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working","From the following, please select the least significant barrier to doing your work remotely - Cyber security ; Lack of motivation ; Lack of motivation ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working","From the following, please select the most significant barrier to doing your work remotely - My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working","From the following, please select the least significant barrier to doing your work remotely - My organisation's software and systems ; My workspace (e.g. suitable chair, lighting, noise levels, facilities) ; I have tasks that can't be done remotely ; Lack of remote working skills ; My living situation (e.g. location, home size, who I live with) ; Management discourages remote working",Compare remote working to working at your employer痴 workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities,Compare remote working to working at your employer痴 workplace. Select the worst aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities,Compare remote working to working at your employer痴 workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; Managing my personal commitments ; My opportunities to socialise ; My mental wellbeing,Compare remote working to working at your employer痴 workplace. Select the worst aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; Managing my personal commitments ; My opportunities to socialise ; My mental wellbeing,Compare remote working to working at your employer痴 workplace. Select the best aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; My daily expenses ; My personal relationships ; My job satisfaction,Compare remote working to working at your employer痴 workplace. Select the worst aspect of remote working for you - Managing my family responsibilities ; My working relationships ; Preparing for work and commuting ; My daily expenses ; My personal relationships ; My job satisfaction,Compare remote working to working at your employer痴 workplace. Select the best aspect of remote working for you - The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities ; Managing my personal commitments ; My opportunities to socialise ; My mental wellbeing,Compare remote working to working at your employer痴 workplace. Select the worst aspect of remote working for you - The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities ; Managing my personal commitments ; My opportunities to socialise ; My mental wellbeing,Compare remote working to working at your employer痴 workplace. Select the best aspect of remote working for you - The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities ; My daily expenses ; My personal relationships ; My job satisfaction,Compare remote working to working at your employer痴 workplace. Select the worst aspect of remote working for you - The number of hours  I work ; My work-life balance ; My on-the-job learning opportunities ; My daily expenses ; My personal relationships ; My job satisfaction,Compare remote working to working at your employer痴 workplace. Select the best aspect of remote working for you - Managing my personal commitments ; My opportunities to socialise ; My mental wellbeing ; My daily expenses ; My personal relationships ; My job satisfaction,Compare remote working to working at your employer痴 workplace. Select the worst aspect of remote working for you - Managing my personal commitments ; My opportunities to socialise ; My mental wellbeing ; My daily expenses ; My personal relationships ; My job satisfaction
2064,1964,Female,More than 5 years,Financial and Insurance,Clerical and administrative workers - Clerical and Office Support Workers,Between 5 and 19,Couple with dependent children,Metro,Less than 10% of my time,10%,Less than 10% of my time,10%,10%,No,Yes,50% - About half of my time,20%,Unsure,,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat Positive,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat Positive,They are about the same,Neither unlikely or likely,Somewhat likely,Somewhat likely,1,8,3,4,8,0,8,4,4,8,No,,,,,,,,,,,,,,,,,,,,,,,,,
2065,1985,Female,Between 1 and 5 years,Education and Training,"Managers - Chief Executives, General Managers and Legislators",Between 20 and 199,Couple with dependent children,Metro,20%,60%,20%,80%,80%,Yes,Yes,30%,80%,Unsure,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat Positive,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Neither positive nor negative,They are about the same,Somewhat unlikely,Neither unlikely or likely,Neither unlikely or likely,2,9,3,3,7,0,9,6,3,6,No,,,,,,,,,,,,,,,,,,,,,,,,,
2066,1985,Female,Between 1 and 5 years,Administrative and Support,Clerical and administrative workers - Clerical and Office Support Workers,More than 200,Single person,Regional,100% - I spent all of my time remote working,100% - All of my time,100% - I spent all of my time remote working,100% - All of my time,100% - All of my time,No,No,,,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly Positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly Positive,They are about the same,Very likely,Very unlikely,Very likely,,8,,8,8,0,8,0,8,8,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
2067,1983,Male,Between 6 and 12 months,"Professional, Scientific and Technical",Managers - Specialist Managers,Between 20 and 199,Couple with dependent children,Metro,100% - I spent all of my time remote working,100% - All of my time,60%,100% - All of my time,100% - All of my time,Yes,Yes,40%,20%,No,,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat Positive,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly Positive,They are about the same,Somewhat unlikely,Somewhat likely,Somewhat unlikely,4,8,4,1,7,0.5,9,4,3.5,7,No,,,,,,,,,,,,,,,,,,,,,,,,,
2068,1985,Male,Between 1 and 5 years,"Professional, Scientific and Technical","Managers - Chief Executives, General Managers and Legislators",Between 20 and 199,Couple with no dependent children,Metro,90%,90%,90%,70%,70%,Yes,Yes,90%,60%,No,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly Positive,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat Positive,My direct manger(s),Very likely,Somewhat likely,Somewhat likely,3,7,3,2,9,1,7,3,4,9,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
2069,1978,Male,More than 5 years,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,Couple with dependent children,Metro,100% - I spent all of my time remote working,50% - About half of my time,70%,30%,80%,Yes,Yes,40%,60%,Unsure,,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat Positive,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly Positive,They are about the same,Very likely,Somewhat likely,Very likely,3,4,2,6,9,1,4,5,7,7,No,,,,,,,,,,,,,,,,,,,,,,,,,
2070,2000,Male,Between 6 and 12 months,Information Media and Telecommunications,"Technicians and trades workers - Engineering, ICT and Science Technicians",More than 200,Group household,Regional,40%,100% - All of my time,30%,60%,50% - About half of my time,Yes,Yes,Less than 10% of my time,20%,Yes,30%,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Strongly agree,Somewhat Negative,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither positive nor negative,My direct manger(s),Somewhat unlikely,Very unlikely,Somewhat unlikely,1,6,3,6,8,0,8,5,3,8,No,,,,,,,,,,,,,,,,,,,,,,,,,
2071,1997,Female,Between 1 and 5 years,Other Services,Managers - Specialist Managers,Between 20 and 199,Single person,Metro,Less than 10% of my time,100% - All of my time,40%,20%,80%,Yes,Yes,50% - About half of my time,40%,Yes,100% - All of my time,Somewhat agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither positive nor negative,Neither agree nor disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat Positive,Senior leadership,Neither unlikely or likely,Somewhat likely,Neither unlikely or likely,2,5,3,10,4,2,3,6,4,9,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
2072,1989,Male,More than 5 years,Information Media and Telecommunications,"Managers - Chief Executives, General Managers and Legislators",More than 200,Couple with dependent children,Metro,50% - I spent about half of my time remote working,50% - About half of my time,20%,20%,40%,Yes,Yes,30%,40%,Yes,20%,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat Positive,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat Positive,My direct manger(s),Somewhat likely,Very likely,Somewhat likely,1,5,4,3,11,0,7,3,2,12,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
2073,1982,Male,Between 1 and 5 years,Retail Trade,"Professionals - Legal, Social and Welfare Professionals",Between 20 and 199,Couple with dependent children,Regional,40%,40%,60%,40%,40%,Yes,Yes,10%,Less than 10% of my time,No,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat Positive,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat Positive,They are about the same,Somewhat likely,Somewhat likely,Somewhat likely,4,4,4,12,,4,4,8,4,4,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
2074,1992,Female,Between 1 and 5 years,Administrative and Support,Clerical and administrative workers - Office Managers and Program Administrators,Between 20 and 199,Couple with no dependent children,Metro,100% - I spent all of my time remote working,100% - All of my time,90%,80%,70%,Yes,Yes,Less than 10% of my time,Less than 10% of my time,No,,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly Positive,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Strongly Positive,They are about the same,Somewhat unlikely,Somewhat likely,Somewhat likely,2,8,1,4,9,1,8,2,5,8,No,,,,,,,,,,,,,,,,,,,,,,,,,
2075,1983,Male,Between 6 and 12 months,Education and Training,Managers - Specialist Managers,Between 20 and 199,Couple with dependent children,Metro,60%,100% - All of my time,60%,100% - All of my time,100% - All of my time,No,No,,,No,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly Positive,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly Positive,They are about the same,Somewhat likely,Somewhat likely,Somewhat likely,3.5,8,4,1.5,7,0.5,8,4,4.5,7,No,,,,,,,,,,,,,,,,,,,,,,,,,
2076,1966,Male,More than 5 years,Public Administration and Safety,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,Couple with dependent children,Metro,100% - I spent all of my time remote working,100% - All of my time,90%,90%,80%,No,Yes,10%,10%,Unsure,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly Positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly Positive,They are about the same,Very likely,Very unlikely,Very likely,2,7.5,3.5,3,8,0,7.5,3.5,5,8,No,,,,,,,,,,,,,,,,,,,,,,,,,
2077,1966,Male,More than 5 years,Manufacturing,Managers - Specialist Managers,Between 20 and 199,Couple with no dependent children,Metro,Rarely or never,20%,10%,30%,20%,No,No,,,Yes,100% - All of my time,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Neither positive nor negative,Strongly disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Somewhat Negative,They are about the same,Very unlikely,Very unlikely,Very unlikely,1.5,8.5,2.5,4,7.5,0.5,8,3,5,7.5,No,,,,,,,,,,,,,,,,,,,,,,,,,
2078,1973,Female,More than 5 years,Manufacturing,Clerical and administrative workers - Clerical and Office Support Workers,More than 200,Couple with dependent children,Regional,Rarely or never,100% - All of my time,Rarely or never,100% - All of my time,100% - All of my time,Yes,No,,,Yes,40%,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat Positive,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly Positive,They are about the same,Very likely,Very likely,Very likely,1,6,4,4,9,0.5,6,4,4,9.5,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
2079,1995,Female,Between 1 and 5 years,Information Media and Telecommunications,Clerical and administrative workers - Inquiry Clerks and Receptionists,Between 20 and 199,Multiple family household,Metro,40%,60%,40%,70%,30%,Yes,Yes,40%,80%,Yes,30%,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat Positive,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat Positive,Senior leadership,Somewhat likely,Neither unlikely or likely,Somewhat likely,2,8,4,2,8,0,10,6,2,6,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
2080,1962,Male,More than 5 years,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",Between 20 and 199,Couple with dependent children,Metro,90%,70%,80%,80%,70%,Yes,No,,,No,,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat Positive,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat Positive,They are about the same,Neither unlikely or likely,Somewhat likely,Neither unlikely or likely,2,7,2,5,8,1,8,2,5,8,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
2081,2000,Female,Between 1 and 5 years,Construction,Community and personal service workers - Hospitality Workers,Between 1 and 4,Multiple family household,Metro,30%,50% - About half of my time,60%,60%,30%,Yes,Yes,50% - About half of my time,40%,Yes,60%,Strongly disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Neither positive nor negative,Somewhat disagree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Neither positive nor negative,My direct manger(s),Very unlikely,Somewhat unlikely,Very unlikely,3,2,9,7,3,8,9,4,0,3,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
2082,1989,Female,Between 1 and 5 years,Education and Training,Professionals - Education Professionals,I am a sole trader/owner-operator,Couple with dependent children,Metro,80%,90%,50% - I spent about half of my time remote working,50% - About half of my time,50% - About half of my time,Yes,Yes,80%,80%,No,,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat Positive,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither positive nor negative,They are about the same,Neither unlikely or likely,Somewhat likely,Somewhat likely,2,8,3,4,7,1,6,4,6,7,No,,,,,,,,,,,,,,,,,,,,,,,,,
2083,1962,Female,Between 1 and 5 years,Manufacturing,Managers - Specialist Managers,More than 200,Couple with no dependent children,Regional,Rarely or never,I would not have preferred to work remotely,Rarely or never,I would not have preferred to work remotely,I would prefer not to work remotely,Yes,No,,,Yes,100% - All of my time,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly Negative,Strongly disagree,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Strongly agree,Strongly disagree,Neither positive nor negative,They are about the same,Very unlikely,Very unlikely,Very unlikely,1,12,2,2,7,0,15,3,0,6,No,,,,,,,,,,,,,,,,,,,,,,,,,
2084,1988,Male,More than 5 years,Public Administration and Safety,Clerical and administrative workers - General Clerical Workers,More than 200,Couple with dependent children,Metro,Less than 10% of my time,50% - About half of my time,Less than 10% of my time,50% - About half of my time,80%,Yes,Yes,Less than 10% of my time,80%,Yes,80%,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Somewhat Positive,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat Positive,They are about the same,Somewhat unlikely,Somewhat unlikely,Very unlikely,2,12,1,1,8,1,12,1,2,8,No,,,,,,,,,,,,,,,,,,,,,,,,,
2085,1960,Female,More than 5 years,Education and Training,Professionals - Education Professionals,Between 5 and 19,Single person,Regional,10%,90%,Rarely or never,100% - All of my time,100% - All of my time,No,No,,,Yes,100% - All of my time,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly Negative,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly Positive,They are about the same,Very unlikely,Very unlikely,Very unlikely,0,6,4,3,11,1,6,7,2,8,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
2086,1994,Female,Between 1 and 5 years,Public Administration and Safety,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,Couple with dependent children,Metro,50% - I spent about half of my time remote working,50% - About half of my time,20%,50% - About half of my time,50% - About half of my time,Yes,No,,,Yes,60%,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly Positive,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat Positive,Senior leadership,Neither unlikely or likely,Neither unlikely or likely,Neither unlikely or likely,1.5,7,7,0.5,8,0.5,7,7,1.5,8,No,,,,,,,,,,,,,,,,,,,,,,,,,
2087,1981,Female,Between 6 and 12 months,Manufacturing,Technicians and trades workers - Other Technicians and Trades Workers,Between 20 and 199,Couple with dependent children,Metro,10%,I would not have preferred to work remotely,20%,Less than 10% of my time,10%,No,Yes,10%,10%,Yes,30%,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither positive nor negative,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither positive nor negative,They are about the same,Neither unlikely or likely,Somewhat likely,Somewhat likely,2,8,2,4,8,0,9,2,5,8,No,,,,,,,,,,,,,,,,,,,,,,,,,
2088,1997,Female,Between 1 and 5 years,"Professional, Scientific and Technical",Professionals - Health Professionals,More than 200,Other one family household,Regional,60%,60%,70%,80%,80%,Yes,Yes,40%,50% - About half of my time,Yes,40%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly Positive,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly Positive,My direct manger(s),Somewhat likely,Somewhat likely,Somewhat likely,2,10,2,2,8,2,10,2,2,8,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
2089,1980,Male,More than 5 years,Construction,Technicians and trades workers - Construction Trades Workers,Between 1 and 4,Couple with no dependent children,Metro,100% - I spent all of my time remote working,100% - All of my time,100% - I spent all of my time remote working,100% - All of my time,80%,No,No,,,No,,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly Positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly Positive,Senior leadership,Somewhat likely,Somewhat likely,Somewhat likely,1,8,4,4,7,1,8,4,4,7,No,,,,,,,,,,,,,,,,,,,,,,,,,
2090,1977,Female,More than 5 years,Health Care and Social Assistance,Clerical and administrative workers - Inquiry Clerks and Receptionists,More than 200,Couple with no dependent children,Metro,20%,20%,20%,I would not have preferred to work remotely,I would prefer not to work remotely,No,No,,,No,,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither positive nor negative,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither positive nor negative,They are about the same,Somewhat unlikely,Somewhat unlikely,Neither unlikely or likely,1,8,4.5,2.5,8,1,8,5,2,8,No,,,,,,,,,,,,,,,,,,,,,,,,,
2091,1986,Female,Between 6 and 12 months,Retail Trade,Sales workers - Sales Representatives and Agents,Between 20 and 199,Couple with dependent children,Metro,50% - I spent about half of my time remote working,I would not have preferred to work remotely,30%,Less than 10% of my time,I would prefer not to work remotely,Yes,Yes,50% - About half of my time,20%,Yes,30%,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat Negative,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly disagree,Neither positive nor negative,They are about the same,Somewhat likely,Somewhat unlikely,Somewhat unlikely,2,8,2,4,8,3,8,4,3,6,No,,,,,,,,,,,,,,,,,,,,,,,,,
2092,1990,Male,More than 5 years,Construction,Technicians and trades workers - Construction Trades Workers,More than 200,Multiple family household,Metro,100% - I spent all of my time remote working,100% - All of my time,100% - I spent all of my time remote working,100% - All of my time,100% - All of my time,Yes,Yes,100% - All of my time,100% - All of my time,Yes,100% - All of my time,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly Positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly Positive,My direct manger(s),Very likely,Very likely,Very likely,5,2,3,4,10,16,3,2,1,2,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
2093,1963,Female,Between 6 and 12 months,Education and Training,Clerical and administrative workers - Clerical and Office Support Workers,More than 200,Other one family household,Regional,50% - I spent about half of my time remote working,100% - All of my time,Rarely or never,100% - All of my time,100% - All of my time,No,No,,,Yes,100% - All of my time,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Neither positive nor negative,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat Positive,They are about the same,Somewhat unlikely,Neither unlikely or likely,Somewhat unlikely,3,6,4,4,7,0,6,4,6,8,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
